chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr13,68970000,68975000,chr13,68975000,68980000,2,2.32550475766958e-10,0
chr3,119445000,119450000,chr3,119450000,119455000,1,7.5592592043564e-05,0
chr14,62640000,62645000,chr14,62650000,62655000,1,5.14665746321156e-05,0
chr17,9465000,9470000,chr17,9475000,9480000,1,6.18826838837388e-05,0
chrX,132825000,132830000,chrX,132830000,132835000,2,4.68746879642473e-09,0
chr4,4955000,4960000,chr4,4960000,4965000,1,3.64675036149771e-05,0
chr14,79005000,79010000,chr14,79010000,79015000,2,2.67450480551223e-10,0
chrX,103110000,103115000,chrX,103120000,103125000,1,1.02086632838383e-05,0
chrX,3260000,3265000,chrX,3265000,3270000,3,3.13768253135419e-15,0
chr12,82660000,82665000,chr12,82665000,82670000,2,1.5375737916889e-09,0
chr3,129810000,129815000,chr3,129815000,129820000,1,1.31319383559147e-05,0
chr17,9015000,9020000,chr17,9020000,9025000,1,2.49207849655063e-05,0
chr9,43485000,43490000,chr9,43490000,43495000,1,1.66809820074086e-07,0
chr2,97870000,97875000,chr2,97875000,97880000,1,1.00126644144719e-05,0
chr4,160910000,160915000,chr4,160915000,160920000,1,7.73574927336115e-06,0
chr3,102485000,102490000,chr3,102495000,102500000,1,3.20515081837828e-05,0
chrX,53570000,53575000,chrX,53575000,53580000,4,5.30325381517747e-19,0
chr8,53345000,53350000,chr8,53350000,53355000,1,7.36328641899089e-05,0
chr13,35205000,35210000,chr13,35215000,35220000,1,5.62952059009947e-05,0
chr2,226400000,226405000,chr2,226405000,226410000,1,4.74051511036926e-05,0
chr12,130450000,130455000,chr12,130455000,130460000,3,7.41094494859228e-14,0
chr12,63005000,63010000,chr12,63015000,63020000,1,0.000327532989235913,0
chrX,49920000,49925000,chrX,49925000,49930000,2,1.60748051721856e-09,0
chr1,215540000,215545000,chr1,215550000,215555000,1,0.000148843348316901,0
chr8,26235000,26240000,chr8,26240000,26245000,1,8.68921390602549e-05,0
chr5,87350000,87355000,chr5,87355000,87360000,2,1.21054386911631e-10,0
chr13,97305000,97310000,chr13,97310000,97315000,3,2.79969219515389e-15,0
chr11,38205000,38210000,chr11,38210000,38215000,2,8.14982831405204e-10,0
chr10,54585000,54590000,chr10,54590000,54595000,3,1.24086615057688e-13,0
chr17,10740000,10745000,chr17,10745000,10750000,3,2.0246974308734e-14,0
chrX,126070000,126075000,chrX,126075000,126080000,2,4.83900909212051e-10,0
chr1,58010000,58015000,chr1,58015000,58020000,4,1.69203577534643e-17,0
chr8,82895000,82900000,chr8,82900000,82905000,1,2.23436927279138e-05,0
chr18,65140000,65145000,chr18,65150000,65155000,1,4.27849292213133e-05,0
chr8,2050000,2055000,chr8,2065000,2070000,1,0.000135222998266011,0
chr3,83735000,83740000,chr3,83745000,83750000,1,1.75647771712228e-05,0
chr16,51830000,51835000,chr16,51835000,51840000,3,1.70853573888763e-13,0
chrX,6860000,6865000,chrX,6870000,6875000,1,7.86030475473955e-05,0
chr18,78010000,78015000,chr18,78015000,78020000,2,1.42266915018283e-10,0
chr14,50675000,50680000,chr14,50680000,50685000,4,5.78654841750742e-18,0
chr11,125615000,125620000,chr11,125630000,125635000,1,0.000396650840313486,0
chr13,83710000,83715000,chr13,83720000,83725000,1,4.19676308188705e-05,0
chr3,123500000,123505000,chr3,123510000,123515000,1,0.00013210864312752,0
chr3,77465000,77470000,chr3,77470000,77475000,2,5.21932233459631e-11,0
chr13,44405000,44410000,chr13,44410000,44415000,2,1.51454590001863e-10,0
chr13,24260000,24265000,chr13,24265000,24270000,4,7.99814261160881e-19,0
chr13,21455000,21460000,chr13,21465000,21470000,1,0.000131712576440839,0
chr17,49435000,49440000,chr17,49445000,49450000,1,0.000200836624452905,0
chr13,81100000,81105000,chr13,81110000,81115000,1,0.000180289664174339,0
chr3,29710000,29715000,chr3,29715000,29720000,1,1.75355895293382e-05,0
chr8,139920000,139925000,chr8,139925000,139930000,3,3.67323143288632e-13,0
chr11,83430000,83435000,chr11,83435000,83440000,3,1.94692142572732e-13,0
chr4,179015000,179020000,chr4,179025000,179030000,1,5.08911386354455e-05,0
chr4,8910000,8915000,chr4,8920000,8925000,1,9.18288368368233e-05,0
chr17,70070000,70075000,chr17,70075000,70080000,2,9.53793465919498e-09,0
chr6,153110000,153115000,chr6,153115000,153120000,3,1.30438343281296e-13,0
chr14,66110000,66115000,chr14,66120000,66125000,1,9.26752435524168e-05,0
chr3,67870000,67875000,chr3,67875000,67880000,1,2.30192421622516e-05,0
chr13,106200000,106205000,chr13,106205000,106210000,2,1.5040559147116e-10,0
chr21,26660000,26665000,chr21,26665000,26670000,4,3.13065073881584e-18,0
chr9,76505000,76510000,chr9,76510000,76515000,1,4.29100259851846e-05,0
chrX,28175000,28180000,chrX,28180000,28185000,3,3.4030950243123e-15,0
chr15,96745000,96750000,chr15,96750000,96755000,3,9.50534863985908e-13,0
chr2,132455000,132460000,chr2,132460000,132465000,1,1.5212833544678e-05,0
chr6,25590000,25595000,chr6,25600000,25605000,1,0.000312983937386561,0
chr4,184560000,184565000,chr4,184565000,184570000,3,4.23524442596192e-13,0
chrX,96205000,96210000,chrX,96215000,96220000,1,3.34401092505911e-05,0
chr2,220155000,220160000,chr2,220160000,220165000,1,0.000160995875435795,0
chr4,147475000,147480000,chr4,147480000,147485000,2,1.87568604592022e-10,0
chr19,33475000,33480000,chr19,33480000,33485000,3,1.41211768556209e-13,0
chr13,38160000,38165000,chr13,38165000,38170000,1,3.62381527800499e-05,0
chr7,103990000,103995000,chr7,103995000,104000000,2,2.55823128955021e-08,0
chr10,92000000,92005000,chr10,92005000,92010000,2,2.29048224185346e-09,0
chr6,63350000,63355000,chr6,63355000,63360000,3,1.09728852268738e-13,0
chr7,35000,40000,chr7,40000,45000,1,9.84169372870528e-06,0
chr17,16245000,16250000,chr17,16250000,16255000,4,1.65659229013009e-17,0
chr8,92940000,92945000,chr8,92945000,92950000,3,1.50246133160324e-13,0
chrX,20725000,20730000,chrX,20730000,20735000,4,1.2493336473419e-19,0
chr18,54140000,54145000,chr18,54145000,54150000,3,8.85388708370358e-14,0
chr6,120610000,120615000,chr6,120615000,120620000,3,8.5994133128433e-15,0
chr2,81980000,81985000,chr2,81990000,81995000,1,7.70227675232205e-05,0
chr12,40585000,40590000,chr12,40595000,40600000,1,0.000105683855233985,0
chr11,106880000,106885000,chr11,106885000,106890000,1,6.98926836003844e-05,0
chrX,16305000,16310000,chrX,16310000,16315000,4,2.36470748261973e-18,0
chr10,57525000,57530000,chr10,57530000,57535000,2,3.0561359858823e-10,0
chr8,62735000,62740000,chr8,62745000,62750000,1,0.000198001966192486,0
chr20,14160000,14165000,chr20,14165000,14170000,1,3.87484552250541e-05,0
chr9,28490000,28495000,chr9,28500000,28505000,1,7.13107222667928e-06,0
chrX,114580000,114585000,chrX,114585000,114590000,2,1.13516524557685e-09,0
chr2,54100000,54105000,chr2,54105000,54110000,1,0.000111341660750908,0
chr1,94005000,94010000,chr1,94015000,94020000,1,9.56397369870097e-05,0
chr21,18095000,18100000,chr21,18100000,18105000,1,5.19752961695884e-05,0
chr14,101170000,101175000,chr14,101175000,101180000,4,3.06033775361826e-18,0
chr15,47900000,47905000,chr15,47910000,47915000,1,3.97075396363466e-05,0
chr3,186180000,186185000,chr3,186185000,186190000,3,1.79254036755528e-13,0
chr2,123990000,123995000,chr2,124005000,124010000,1,7.31992199703449e-05,0
chr14,42550000,42555000,chr14,42555000,42560000,3,2.93164124080824e-15,0
chr11,39430000,39435000,chr11,39435000,39440000,2,3.00369224472124e-09,0
chrX,154545000,154550000,chrX,154550000,154555000,1,3.2276687424661e-05,0
chr5,63815000,63820000,chr5,63825000,63830000,1,0.000171784907288643,0
chr2,154855000,154860000,chr2,154860000,154865000,2,1.73318710352918e-09,0
chr13,58820000,58825000,chr13,58825000,58830000,3,3.85453567982906e-14,0
chr20,12035000,12040000,chr20,12045000,12050000,1,4.7200830169299e-05,0
chr19,20365000,20370000,chr19,20370000,20375000,2,8.51512103160279e-10,0
chr2,211300000,211305000,chr2,211305000,211310000,2,1.65635348818300e-09,0
chr7,73175000,73180000,chr7,73180000,73185000,4,2.50445534793087e-15,0
chr9,27130000,27135000,chr9,27135000,27140000,2,4.60953097519186e-10,0
chr4,180145000,180150000,chr4,180150000,180155000,1,4.71382833055143e-05,0
chrX,71775000,71780000,chrX,71780000,71785000,2,4.37215462000612e-10,0
chr3,85580000,85585000,chr3,85590000,85595000,1,3.20098070282264e-05,0
chr6,156355000,156360000,chr6,156360000,156365000,1,2.23019984280517e-05,0
chr2,35620000,35625000,chr2,35625000,35630000,1,4.16340370042285e-05,0
chr4,142050000,142055000,chr4,142055000,142060000,4,2.46273782252312e-18,0
chr13,83620000,83625000,chr13,83630000,83635000,1,9.17704648057284e-05,0
chr11,81015000,81020000,chr11,81025000,81030000,1,0.000119567673800327,0
chr15,20395000,20400000,chr15,20400000,20405000,1,1.00084946259303e-05,0
chr18,14065000,14070000,chr18,14070000,14075000,1,5.02929434674438e-06,0
chrX,125070000,125075000,chrX,125075000,125080000,3,5.89379006018529e-16,0
chr12,52125000,52130000,chr12,52130000,52135000,1,7.13395603210413e-05,0
chrX,34655000,34660000,chrX,34660000,34665000,2,1.13756065005508e-10,0
chr14,33800000,33805000,chr14,33805000,33810000,2,8.16326431925584e-10,0
chr13,89365000,89370000,chr13,89370000,89375000,1,2.70933723000523e-05,0
chr2,62105000,62110000,chr2,62115000,62120000,1,0.000470296365528315,0
chrX,108140000,108145000,chrX,108150000,108155000,1,1.58258427661342e-05,0
chr14,87380000,87385000,chr14,87385000,87390000,2,4.65018625319633e-10,0
chr8,114260000,114265000,chr8,114270000,114275000,1,1.19267687881118e-05,0
chr15,26405000,26410000,chr15,26410000,26415000,2,9.57712407675199e-09,0
chr4,145240000,145245000,chr4,145245000,145250000,3,8.45267589678850e-13,0
chr7,54535000,54540000,chr7,54540000,54545000,2,1.83391367974251e-09,0
chr2,190255000,190260000,chr2,190260000,190265000,2,2.28766513194211e-09,0
chr18,70515000,70520000,chr18,70520000,70525000,1,2.39449942630711e-05,0
chr6,47595000,47600000,chr6,47605000,47610000,1,0.000107464229108963,0
chr4,30615000,30620000,chr4,30625000,30630000,1,5.95476263359332e-05,0
chr20,16860000,16865000,chr20,16865000,16870000,3,1.79653935639666e-14,0
chr9,87240000,87245000,chr9,87245000,87250000,4,3.62288557550344e-20,0
chr2,202465000,202470000,chr2,202470000,202475000,2,1.4961078326942e-09,0
chrX,57510000,57515000,chrX,57515000,57520000,2,1.01879337113727e-09,0
chr14,63360000,63365000,chr14,63365000,63370000,2,7.46071029380209e-10,0
chrX,22670000,22675000,chrX,22675000,22680000,1,2.7923207083153e-05,0
chr7,84145000,84150000,chr7,84150000,84155000,2,5.18087027376092e-09,0
chr4,131915000,131920000,chr4,131920000,131925000,3,8.46163252358779e-15,0
chr14,43125000,43130000,chr14,43130000,43135000,2,1.8427281072261e-10,0
chr4,89315000,89320000,chr4,89325000,89330000,1,0.000149889768392761,0
chr13,102515000,102520000,chr13,102520000,102525000,3,6.18697835037272e-15,0
chr15,56470000,56475000,chr15,56475000,56480000,4,1.37325096748755e-17,0
chr3,95355000,95360000,chr3,95360000,95365000,1,2.44579101188828e-05,0
chr4,55740000,55745000,chr4,55750000,55755000,1,0.000202208069036207,0
chr4,63055000,63060000,chr4,63065000,63070000,1,3.05002709856815e-05,0
chr1,98800000,98805000,chr1,98805000,98810000,2,3.9421135203458e-09,0
chr5,105415000,105420000,chr5,105420000,105425000,3,1.79023759716768e-15,0
chr11,121340000,121345000,chr11,121350000,121355000,1,9.01985741081359e-05,0
chr6,115980000,115985000,chr6,115985000,115990000,1,1.78650253023346e-05,0
chr13,35070000,35075000,chr13,35075000,35080000,1,1.2197827900018e-05,0
chrX,109140000,109145000,chrX,109145000,109150000,1,1.96414996746108e-05,0
chr7,76805000,76810000,chr7,76810000,76815000,2,2.74864065280743e-09,0
chr16,58105000,58110000,chr16,58120000,58125000,1,0.00019590519977593,0
chr6,166005000,166010000,chr6,166010000,166015000,2,7.16402957921518e-09,0
chr10,82595000,82600000,chr10,82600000,82605000,2,1.07593142600422e-08,0
chr4,13650000,13655000,chr4,13660000,13665000,1,2.68473416771428e-05,0
chrX,26820000,26825000,chrX,26825000,26830000,2,6.42794748287409e-10,0
chrX,84730000,84735000,chrX,84735000,84740000,2,3.81226853283493e-10,0
chr4,37350000,37355000,chr4,37355000,37360000,1,5.44438278830201e-05,0
chr10,105840000,105845000,chr10,105850000,105855000,1,0.000113167830793793,0
chr14,38340000,38345000,chr14,38345000,38350000,1,6.95716211246656e-05,0
chr18,68995000,69000000,chr18,69000000,69005000,3,4.92035830438745e-15,0
chr20,9415000,9420000,chr20,9425000,9430000,1,4.50158185014061e-05,0
chr2,231035000,231040000,chr2,231045000,231050000,1,9.22082633085226e-05,0
chr4,23900000,23905000,chr4,23905000,23910000,2,4.20574145367631e-09,0
chr18,38555000,38560000,chr18,38560000,38565000,2,5.35594887912915e-10,0
chr13,87365000,87370000,chr13,87370000,87375000,3,9.18451490403831e-15,0
chrX,74315000,74320000,chrX,74320000,74325000,1,7.55925920435297e-05,0
chr3,87700000,87705000,chr3,87705000,87710000,1,1.76023079389103e-05,0
chr2,16735000,16740000,chr2,16745000,16750000,1,0.000167532689103943,0
chr12,18260000,18265000,chr12,18265000,18270000,1,1.9366260554403e-05,0
chr7,81700000,81705000,chr7,81705000,81710000,3,6.87332853716714e-14,0
chr13,31810000,31815000,chr13,31815000,31820000,3,1.76901244108789e-13,0
chr8,19185000,19190000,chr8,19195000,19200000,1,6.72407758382007e-05,0
chr2,138970000,138975000,chr2,138975000,138980000,2,3.56374689018111e-09,0
chr2,59375000,59380000,chr2,59385000,59390000,1,5.35931817374602e-05,0
chr11,75800000,75805000,chr11,75805000,75810000,1,8.51242575107854e-05,0
chr13,66320000,66325000,chr13,66325000,66330000,3,1.08187985376404e-14,0
chr7,131095000,131100000,chr7,131100000,131105000,3,5.45942410264245e-12,0
chr8,81440000,81445000,chr8,81445000,81450000,3,8.74020206310727e-13,0
chr18,77705000,77710000,chr18,77710000,77715000,4,1.95711334039358e-18,0
chr8,90095000,90100000,chr8,90100000,90105000,1,4.357720856056e-05,0
chr10,18905000,18910000,chr10,18920000,18925000,1,9.72866773950293e-05,0
chr15,95040000,95045000,chr15,95045000,95050000,4,1.34167855848386e-18,0
chr16,31300000,31305000,chr16,31310000,31315000,1,0.000128377237027449,0
chr12,44500000,44505000,chr12,44510000,44515000,1,6.7736978327824e-05,0
chr17,69555000,69560000,chr17,69560000,69565000,3,6.65046567751797e-14,0
chr9,10135000,10140000,chr9,10140000,10145000,2,3.50915374849904e-11,0
chrX,63810000,63815000,chrX,63815000,63820000,4,2.83054302388227e-18,0
chr2,141175000,141180000,chr2,141180000,141185000,3,7.31931522989774e-14,0
chr5,101565000,101570000,chr5,101570000,101575000,1,5.95809853567899e-05,0
chr6,22985000,22990000,chr6,22995000,23000000,1,3.45284705741557e-05,0
chrX,115570000,115575000,chrX,115575000,115580000,2,1.22995656145714e-09,0
chr3,95065000,95070000,chr3,95070000,95075000,3,9.3823383770957e-15,0
chr3,174430000,174435000,chr3,174440000,174445000,1,3.63215529250571e-05,0
chr9,3535000,3540000,chr9,3540000,3545000,1,2.63052419741153e-05,0
chr18,26265000,26270000,chr18,26270000,26275000,1,2.46205465569956e-05,0
chr15,29570000,29575000,chr15,29575000,29580000,3,3.90864997262424e-13,0
chr21,10620000,10625000,chr21,10625000,10630000,1,1.09759716374564e-05,0
chr4,186555000,186560000,chr4,186570000,186575000,1,0.000127330785759202,0
chr12,64415000,64420000,chr12,64430000,64435000,1,0.000165665063183401,0
chr13,33530000,33535000,chr13,33545000,33550000,1,7.57927309348032e-05,0
chr7,113800000,113805000,chr7,113805000,113810000,3,7.96687305821e-13,0
chr4,135980000,135985000,chr4,135985000,135990000,2,2.19096816463559e-09,0
chrX,87060000,87065000,chrX,87065000,87070000,2,1.05878999167624e-10,0
chr1,221460000,221465000,chr1,221465000,221470000,3,1.06495343118095e-13,0
chr3,137305000,137310000,chr3,137310000,137315000,2,1.84948394739688e-09,0
chr12,42225000,42230000,chr12,42230000,42235000,3,4.39214748542636e-13,0
chr5,108560000,108565000,chr5,108565000,108570000,3,7.31089720995757e-14,0
chrX,62135000,62140000,chrX,62140000,62145000,2,4.5653788175372e-10,0
chr9,74870000,74875000,chr9,74880000,74885000,1,6.56771327268614e-05,0
chr8,38100000,38105000,chr8,38105000,38110000,4,3.46486733819608e-15,0
chr2,53610000,53615000,chr2,53615000,53620000,2,1.72582928232646e-09,0
chr3,84790000,84795000,chr3,84805000,84810000,1,3.83648217126908e-05,0
chr15,59660000,59665000,chr15,59665000,59670000,3,2.18595814760509e-13,0
chr4,148855000,148860000,chr4,148860000,148865000,1,3.18763705086436e-05,0
chr18,69715000,69720000,chr18,69720000,69725000,1,3.54458616288284e-05,0
chr2,13835000,13840000,chr2,13840000,13845000,3,3.23717162011974e-14,0
chr1,94230000,94235000,chr1,94235000,94240000,4,1.57677561987542e-16,0
chrX,121010000,121015000,chrX,121015000,121020000,1,8.36544668150409e-06,0
chr2,100445000,100450000,chr2,100450000,100455000,1,9.91254116557919e-05,0
chr8,112515000,112520000,chr8,112520000,112525000,3,7.09593934462764e-15,0
chr13,28640000,28645000,chr13,28650000,28655000,1,0.000129294463083436,0
chr8,3945000,3950000,chr8,3950000,3955000,1,2.91575300620377e-05,0
chr6,103880000,103885000,chr6,103885000,103890000,3,2.32985708455252e-14,0
chr12,60920000,60925000,chr12,60925000,60930000,2,1.50778797795822e-09,0
chr8,3310000,3315000,chr8,3315000,3320000,2,3.8825915761709e-10,0
chr2,19940000,19945000,chr2,19945000,19950000,2,1.87275809957557e-09,0
chr1,166225000,166230000,chr1,166230000,166235000,3,9.65988850391398e-13,0
chr8,24145000,24150000,chr8,24150000,24155000,4,1.09199727581186e-18,0
chr3,110175000,110180000,chr3,110180000,110185000,2,4.37191545214823e-10,0
chr11,82115000,82120000,chr11,82120000,82125000,2,1.24465893622008e-09,0
chr12,86075000,86080000,chr12,86085000,86090000,1,9.99634434013377e-05,0
chr1,191940000,191945000,chr1,191945000,191950000,3,1.37548240577712e-13,0
chr4,46385000,46390000,chr4,46390000,46395000,3,1.84425142907373e-13,0
chr17,57090000,57095000,chr17,57100000,57105000,1,0.000234563472571423,0
chr3,36885000,36890000,chr3,36890000,36895000,4,2.13411939858915e-16,0
chr12,89715000,89720000,chr12,89725000,89730000,1,0.000153174935954769,0
chr5,95755000,95760000,chr5,95770000,95775000,1,0.000230895346368504,0
chr9,34265000,34270000,chr9,34275000,34280000,1,0.000156455913820472,0
chrX,95320000,95325000,chrX,95325000,95330000,1,2.60800560553906e-05,0
chr1,159420000,159425000,chr1,159425000,159430000,2,1.45705455625902e-10,0
chr22,49225000,49230000,chr22,49230000,49235000,3,1.23105871628924e-14,0
chr8,32600000,32605000,chr8,32605000,32610000,1,7.59053125210379e-05,0
chrX,6185000,6190000,chrX,6190000,6195000,1,2.17686450258277e-06,0
chr2,52205000,52210000,chr2,52210000,52215000,4,1.92679313528642e-19,0
chr1,208730000,208735000,chr1,208740000,208745000,1,0.000174357074365378,0
chrX,146625000,146630000,chrX,146630000,146635000,2,6.72661616775733e-10,0
chr17,9000000,9005000,chr17,9005000,9010000,1,3.64466503911172e-05,0
