chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr2,77630000,77635000,chr2,77635000,77640000,1,1.45735446520224e-05,0
chr17,4155000,4160000,chr17,4160000,4165000,2,1.91736182871282e-08,0
chr20,57460000,57465000,chr20,57465000,57470000,1,9.38977951876206e-05,0
chr9,127650000,127655000,chr9,127655000,127660000,3,5.1243381324048e-13,0
chr5,67325000,67330000,chr5,67330000,67335000,3,4.34574474131266e-13,0
chr1,84565000,84570000,chr1,84570000,84575000,1,0.000158030108630614,0
chrX,54335000,54340000,chrX,54340000,54345000,2,2.89182625634033e-09,0
chr3,89545000,89550000,chr3,89550000,89555000,1,9.58884385799942e-06,0
chr17,1045000,1050000,chr17,1050000,1055000,1,0.00011185850800959,0
chr7,6720000,6725000,chr7,6725000,6730000,3,1.00215256442989e-13,0
chr3,146730000,146735000,chr3,146735000,146740000,2,1.01327087511101e-08,0
chr2,153250000,153255000,chr2,153260000,153265000,1,0.000177966639681119,0
chrX,131565000,131570000,chrX,131570000,131575000,2,1.68266543370933e-09,0
chr4,7635000,7640000,chr4,7640000,7645000,2,2.92947979280102e-09,0
chr11,125235000,125240000,chr11,125240000,125245000,3,2.27384748626107e-12,0
chr19,5925000,5930000,chr19,5930000,5935000,2,5.21359744042747e-09,0
chr16,11430000,11435000,chr16,11435000,11440000,1,0.000133517564429927,0
chr3,22040000,22045000,chr3,22045000,22050000,2,5.09281923523245e-10,0
chr8,110435000,110440000,chr8,110440000,110445000,4,9.98628605253093e-16,0
chr12,128460000,128465000,chr12,128465000,128470000,2,1.73029840551919e-10,0
chr8,51050000,51055000,chr8,51055000,51060000,3,4.7437913096234e-15,0
chr7,107860000,107865000,chr7,107865000,107870000,2,4.65549583452035e-09,0
chr9,138990000,138995000,chr9,138995000,139000000,3,1.20694570090921e-13,0
chr6,50040000,50045000,chr6,50045000,50050000,2,7.8088719532337e-09,0
chr9,77950000,77955000,chr9,77955000,77960000,1,1.94273403753722e-05,0
chr6,118615000,118620000,chr6,118620000,118625000,1,7.93067235326355e-05,0
chr15,88470000,88475000,chr15,88475000,88480000,2,2.60052530707726e-09,0
chrX,63700000,63705000,chrX,63705000,63710000,1,8.93848949470858e-06,0
chr3,22285000,22290000,chr3,22290000,22295000,1,2.91863223968333e-05,0
chr17,76565000,76570000,chr17,76575000,76580000,1,0.000366074391009928,0
chr1,193535000,193540000,chr1,193540000,193545000,2,4.37202144115489e-09,0
chr3,197125000,197130000,chr3,197135000,197140000,1,0.000100757083707553,0
chr14,78860000,78865000,chr14,78865000,78870000,2,1.26297007057687e-09,0
chr11,39300000,39305000,chr11,39305000,39310000,2,3.95533851131464e-10,0
chr10,120655000,120660000,chr10,120660000,120665000,4,1.76249486704293e-16,0
chr13,57555000,57560000,chr13,57560000,57565000,3,1.6268941596548e-15,0
chr1,62405000,62410000,chr1,62410000,62415000,1,2.96463250399771e-05,0
chr13,57005000,57010000,chr13,57010000,57015000,2,7.5684466909145e-10,0
chr11,30785000,30790000,chr11,30795000,30800000,1,0.000154430367694804,0
chrX,129955000,129960000,chrX,129960000,129965000,1,3.22198596452958e-05,0
chrX,36460000,36465000,chrX,36465000,36470000,1,1.38002639954004e-05,0
chrX,6845000,6850000,chrX,6850000,6855000,1,1.25314296981171e-06,0
chr6,102275000,102280000,chr6,102280000,102285000,3,2.66360933678869e-13,0
chrX,80925000,80930000,chrX,80930000,80935000,1,1.90109563034446e-05,0
chr7,149260000,149265000,chr7,149265000,149270000,1,1.02471284984953e-05,0
chr12,129930000,129935000,chr12,129935000,129940000,2,4.67829715273781e-10,0
chr7,88645000,88650000,chr7,88650000,88655000,1,3.29415604645699e-05,0
chr3,112415000,112420000,chr3,112420000,112425000,2,3.80648841682584e-09,0
chr5,58080000,58085000,chr5,58085000,58090000,2,1.17851615334514e-08,0
chr9,98015000,98020000,chr9,98020000,98025000,3,1.90988402380707e-13,0
chr21,26530000,26535000,chr21,26535000,26540000,2,3.08869289309412e-10,0
chr14,88525000,88530000,chr14,88530000,88535000,3,4.502268520582e-14,0
chr4,84990000,84995000,chr4,84995000,85000000,1,5.04427957434917e-06,0
chr11,69350000,69355000,chr11,69355000,69360000,3,1.29552625184207e-13,0
chr5,18355000,18360000,chr5,18360000,18365000,1,3.88499547047518e-05,0
chr13,55165000,55170000,chr13,55170000,55175000,1,2.36505677562798e-05,0
chr18,42275000,42280000,chr18,42280000,42285000,1,3.56895668430824e-05,0
chr20,12470000,12475000,chr20,12475000,12480000,1,9.27952918454416e-06,0
chr3,133020000,133025000,chr3,133025000,133030000,1,3.64033486517224e-05,0
chr7,103720000,103725000,chr7,103725000,103730000,2,4.66006884547439e-09,0
chr18,43470000,43475000,chr18,43475000,43480000,4,1.50160403060198e-17,0
chr9,137790000,137795000,chr9,137795000,137800000,3,5.87682331926495e-14,0
chr8,2690000,2695000,chr8,2695000,2700000,2,1.35747045264565e-09,0
chrX,139780000,139785000,chrX,139785000,139790000,2,3.17103433517095e-10,0
chrX,32560000,32565000,chrX,32565000,32570000,1,6.99535289252865e-06,0
chr1,57655000,57660000,chr1,57660000,57665000,1,9.21215140777411e-05,0
chr16,11215000,11220000,chr16,11220000,11225000,1,0.000160630698024138,0
chr22,30680000,30685000,chr22,30685000,30690000,2,1.15950079290257e-08,0
chr11,62140000,62145000,chr11,62145000,62150000,3,1.15710543083106e-13,0
chr4,67525000,67530000,chr4,67530000,67535000,1,1.09054120389156e-05,0
chr13,104765000,104770000,chr13,104770000,104775000,1,9.15505619703277e-05,0
chr1,205835000,205840000,chr1,205840000,205845000,1,8.94570763213096e-05,0
chr4,118685000,118690000,chr4,118690000,118695000,2,1.31003679424267e-08,0
chr15,56095000,56100000,chr15,56100000,56105000,3,4.09391940832003e-13,0
chr14,35455000,35460000,chr14,35460000,35465000,3,7.88090763954759e-13,0
chr9,25930000,25935000,chr9,25935000,25940000,2,1.45282678149075e-10,0
chr22,35280000,35285000,chr22,35285000,35290000,1,4.05828068251593e-05,0
chr13,54535000,54540000,chr13,54540000,54545000,1,2.24767905073885e-05,0
chr13,35645000,35650000,chr13,35650000,35655000,2,2.18415650746128e-09,0
chr22,23930000,23935000,chr22,23935000,23940000,1,6.55915144976606e-05,0
chr7,62660000,62665000,chr7,62665000,62670000,1,2.13902494645547e-05,0
chr2,4980000,4985000,chr2,4985000,4990000,2,5.81269582695365e-10,0
chr13,94440000,94445000,chr13,94445000,94450000,1,2.39202196840609e-05,0
chr6,123355000,123360000,chr6,123360000,123365000,3,2.38552000080184e-13,0
chr16,12360000,12365000,chr16,12365000,12370000,3,1.68948557069591e-12,0
chr12,124800000,124805000,chr12,124805000,124810000,1,0.000137390960452173,0
chr3,26370000,26375000,chr3,26375000,26380000,3,2.31891892952646e-14,0
chr20,36795000,36800000,chr20,36800000,36805000,1,7.57381885860284e-05,0
chr6,68120000,68125000,chr6,68125000,68130000,2,4.38987562772717e-10,0
chr12,34305000,34310000,chr12,34310000,34315000,1,5.12970145736308e-05,0
chr19,47875000,47880000,chr19,47880000,47885000,3,5.02682299962562e-14,0
chr7,151455000,151460000,chr7,151460000,151465000,2,1.39977584753611e-08,0
chr18,40770000,40775000,chr18,40775000,40780000,1,5.49608865236824e-05,0
chr10,49655000,49660000,chr10,49660000,49665000,1,2.10968059652032e-05,0
chr3,88740000,88745000,chr3,88745000,88750000,2,1.62351762770737e-09,0
chr1,245590000,245595000,chr1,245595000,245600000,3,1.13521622450888e-12,0
chr12,23640000,23645000,chr12,23645000,23650000,3,1.52341198047107e-14,0
chrX,92515000,92520000,chrX,92520000,92525000,1,1.04374755237326e-05,0
chrX,149010000,149015000,chrX,149015000,149020000,2,2.16584438067883e-09,0
chr5,138340000,138345000,chr5,138345000,138350000,1,2.331747947689e-05,0
chr14,67355000,67360000,chr14,67360000,67365000,2,3.09286929541556e-09,0
chrX,20780000,20785000,chrX,20785000,20790000,2,1.76463251820144e-09,0
chr14,29420000,29425000,chr14,29425000,29430000,1,2.24966172336828e-05,0
chr13,94100000,94105000,chr13,94105000,94110000,4,3.22277071733394e-19,0
chr15,40570000,40575000,chr15,40575000,40580000,2,8.1979652790041e-09,0
chr3,117400000,117405000,chr3,117405000,117410000,3,2.74536882497575e-14,0
chr3,43670000,43675000,chr3,43675000,43680000,2,1.30145447155883e-08,0
chr5,100600000,100605000,chr5,100605000,100610000,3,4.53896102120312e-13,0
chrX,140945000,140950000,chrX,140950000,140955000,1,1.67902718553666e-05,0
chrX,81680000,81685000,chrX,81685000,81690000,2,9.30476661676654e-11,0
chr16,77910000,77915000,chr16,77915000,77920000,3,1.49787147921834e-12,0
chr7,76700000,76705000,chr7,76705000,76710000,1,1.85591919511537e-06,0
chr6,51465000,51470000,chr6,51470000,51475000,3,3.67264379035325e-14,0
chr10,100485000,100490000,chr10,100490000,100495000,3,1.0911457638099e-12,0
chr19,55770000,55775000,chr19,55775000,55780000,2,3.32495555856658e-10,0
chr5,84985000,84990000,chr5,84990000,84995000,1,8.19394877420399e-05,0
chr1,160550000,160555000,chr1,160555000,160560000,1,0.000373829434957045,0
chr20,45885000,45890000,chr20,45890000,45895000,2,1.08117571155439e-08,0
chr13,93645000,93650000,chr13,93650000,93655000,3,1.21227174918802e-14,0
chr6,12510000,12515000,chr6,12515000,12520000,1,0.000177566271588365,0
chr7,69515000,69520000,chr7,69520000,69525000,2,5.11559790468115e-10,0
chr11,50335000,50340000,chr11,50340000,50345000,1,3.53337891852723e-06,0
chr4,37285000,37290000,chr4,37290000,37295000,1,0.000280451701847602,0
chr7,42520000,42525000,chr7,42525000,42530000,2,1.12408853929e-09,0
chr1,247070000,247075000,chr1,247075000,247080000,3,1.27026882122345e-12,0
chr2,126680000,126685000,chr2,126685000,126690000,3,2.28050473436887e-14,0
chrX,114395000,114400000,chrX,114400000,114405000,2,3.60947393094374e-09,0
chr6,53095000,53100000,chr6,53100000,53105000,2,3.36511204269278e-08,0
chr19,58400000,58405000,chr19,58405000,58410000,3,5.37972538211991e-15,0
chr14,30060000,30065000,chr14,30070000,30075000,1,7.20744631095172e-05,0
chr4,16370000,16375000,chr4,16375000,16380000,3,2.48781445025769e-15,0
chrX,66230000,66235000,chrX,66235000,66240000,1,1.72383749026415e-05,0
chr2,34640000,34645000,chr2,34645000,34650000,1,4.04162625691723e-05,0
chr2,54835000,54840000,chr2,54840000,54845000,1,0.000167322529019731,0
chr5,163425000,163430000,chr5,163430000,163435000,2,8.98031435374863e-10,0
chr8,93015000,93020000,chr8,93020000,93025000,1,0.000160404736681435,0
chr3,86495000,86500000,chr3,86500000,86505000,3,3.71840027867602e-14,0
chrX,82275000,82280000,chrX,82280000,82285000,1,9.91005500783326e-06,0
chr5,129220000,129225000,chr5,129225000,129230000,1,7.78000154939529e-05,0
chrX,73290000,73295000,chrX,73295000,73300000,1,1.62113062213178e-05,0
chr3,2300000,2305000,chr3,2305000,2310000,1,2.74098119039532e-05,0
chr1,187710000,187715000,chr1,187715000,187720000,2,1.53646716571493e-09,0
chrX,39300000,39305000,chrX,39305000,39310000,3,3.96297749057926e-14,0
chr11,56475000,56480000,chr11,56480000,56485000,1,1.92131964050322e-05,0
chr5,12025000,12030000,chr5,12030000,12035000,1,3.09707580539807e-05,0
chr3,35810000,35815000,chr3,35815000,35820000,2,2.23940702900099e-09,0
chr4,105000,110000,chr4,110000,115000,2,9.91687989054899e-10,0
chr1,3005000,3010000,chr1,3010000,3015000,2,4.38874290923785e-10,0
chr12,94885000,94890000,chr12,94890000,94895000,2,1.7147787549087e-08,0
chr12,42835000,42840000,chr12,42840000,42845000,3,3.13990919118347e-13,0
chr18,50670000,50675000,chr18,50675000,50680000,1,1.76587190666009e-05,0
chr5,95695000,95700000,chr5,95700000,95705000,1,3.22476165032507e-05,0
chr8,65740000,65745000,chr8,65745000,65750000,2,2.10371942821967e-10,0
chr10,83175000,83180000,chr10,83180000,83185000,2,2.37570587979617e-09,0
chr16,72680000,72685000,chr16,72685000,72690000,1,0.00012536233090028,0
chr3,109505000,109510000,chr3,109510000,109515000,3,8.46855852480708e-13,0
chr1,152655000,152660000,chr1,152660000,152665000,3,4.97062898041265e-14,0
chr1,50290000,50295000,chr1,50295000,50300000,2,1.30325885970751e-10,0
chr4,125865000,125870000,chr4,125870000,125875000,1,4.58884051886019e-05,0
chrX,84875000,84880000,chrX,84880000,84885000,1,3.30803483574537e-05,0
chr1,73225000,73230000,chr1,73230000,73235000,1,6.32877675227186e-05,0
chr17,52675000,52680000,chr17,52680000,52685000,1,4.48574128251956e-05,0
chr19,53450000,53455000,chr19,53455000,53460000,3,1.87459867377093e-13,0
chrX,85195000,85200000,chrX,85200000,85205000,2,2.06001972287683e-10,0
chr4,4135000,4140000,chr4,4140000,4145000,1,6.74159433233238e-07,0
chr18,4715000,4720000,chr18,4720000,4725000,2,5.83610202066198e-11,0
chr5,152350000,152355000,chr5,152355000,152360000,2,8.33847121376276e-10,0
chr13,55345000,55350000,chr13,55350000,55355000,1,1.81425109553604e-05,0
chr12,73890000,73895000,chr12,73895000,73900000,1,3.2977249475316e-05,0
chr4,62380000,62385000,chr4,62385000,62390000,1,3.95121665189079e-05,0
chr4,12195000,12200000,chr4,12200000,12205000,1,5.27879493590893e-05,0
chr5,93865000,93870000,chr5,93870000,93875000,1,8.15509191456963e-05,0
chr7,95650000,95655000,chr7,95655000,95660000,1,0.000112377894060547,0
chr2,80400000,80405000,chr2,80405000,80410000,1,3.90363258496459e-05,0
chr18,5355000,5360000,chr18,5360000,5365000,2,2.46675690920826e-09,0
chr3,150405000,150410000,chr3,150410000,150415000,1,0.000113008289610667,0
chr16,51195000,51200000,chr16,51200000,51205000,3,2.19085866612414e-13,0
chr4,172700000,172705000,chr4,172705000,172710000,3,3.7779285332515e-13,0
chr5,68010000,68015000,chr5,68015000,68020000,2,1.56765991356292e-08,0
chr4,4095000,4100000,chr4,4100000,4105000,1,5.15531476263449e-06,0
chr15,38870000,38875000,chr15,38875000,38880000,1,1.01123016700182e-05,0
chr9,17210000,17215000,chr9,17215000,17220000,1,1.09926590406069e-05,0
chr7,64125000,64130000,chr7,64130000,64135000,2,1.97865110206315e-09,0
chr19,30215000,30220000,chr19,30220000,30225000,1,8.857685790176e-05,0
chr18,38005000,38010000,chr18,38010000,38015000,1,5.76255050401846e-05,0
chrX,83585000,83590000,chrX,83590000,83595000,1,7.19759814823343e-06,0
chrX,7725000,7730000,chrX,7730000,7735000,3,3.15424848953264e-16,0
chr10,81970000,81975000,chr10,81975000,81980000,1,5.44374751989722e-05,0
chr1,114215000,114220000,chr1,114220000,114225000,1,7.61584842960141e-05,0
chr19,53785000,53790000,chr19,53790000,53795000,1,2.47252097221272e-05,0
chr2,34695000,34700000,chr2,34700000,34705000,1,2.88698255243484e-06,0
chr8,113610000,113615000,chr8,113615000,113620000,2,6.84522664280713e-10,0
chr2,154040000,154045000,chr2,154045000,154050000,3,3.87587908066714e-13,0
chr9,10420000,10425000,chr9,10425000,10430000,2,3.50705540307994e-10,0
chr12,127075000,127080000,chr12,127080000,127085000,2,7.26302675199644e-10,0
chr16,25965000,25970000,chr16,25970000,25975000,3,3.4238613995145e-14,0
chr14,26290000,26295000,chr14,26295000,26300000,3,3.22887188633079e-14,0
chr3,69545000,69550000,chr3,69550000,69555000,1,7.90767481460485e-05,0
chr2,99435000,99440000,chr2,99440000,99445000,1,9.70379925323797e-05,0
chr13,67790000,67795000,chr13,67795000,67800000,3,2.51642053169464e-12,0
chrX,113305000,113310000,chrX,113310000,113315000,1,5.99966852851292e-05,0
chr18,77925000,77930000,chr18,77930000,77935000,1,3.40835972937379e-05,0
chr10,48305000,48310000,chr10,48310000,48315000,2,3.04856383517833e-09,0
chr19,20660000,20665000,chr19,20665000,20670000,1,2.16361091670546e-05,0
chr7,102545000,102550000,chr7,102550000,102555000,2,1.91491570752782e-08,0
chrX,63935000,63940000,chrX,63940000,63945000,2,5.80320495910639e-10,0
chr20,13785000,13790000,chr20,13790000,13795000,2,5.0141392856368e-09,0
chr19,41645000,41650000,chr19,41650000,41655000,3,6.249745107386e-13,0
chr20,15400000,15405000,chr20,15405000,15410000,3,7.02115494667331e-15,0
chr4,82960000,82965000,chr4,82965000,82970000,2,7.55315088105272e-09,0
chrX,75695000,75700000,chrX,75700000,75705000,2,5.62020412898479e-11,0
chr14,98380000,98385000,chr14,98385000,98390000,3,1.72703978615431e-14,0
chr1,19040000,19045000,chr1,19045000,19050000,1,0.000119653178607488,0
chr10,73050000,73055000,chr10,73055000,73060000,1,4.78630989521899e-05,0
chr14,95445000,95450000,chr14,95450000,95455000,1,6.94337195921296e-05,0
chr7,107525000,107530000,chr7,107530000,107535000,1,7.22648057578145e-05,0
chrX,107540000,107545000,chrX,107545000,107550000,3,7.69466691012812e-15,0
chr8,10560000,10565000,chr8,10565000,10570000,3,4.95515859657275e-14,0
chr3,89015000,89020000,chr3,89020000,89025000,2,3.13669013968872e-10,0
chr3,85330000,85335000,chr3,85335000,85340000,2,3.19030877454893e-10,0
chrX,39625000,39630000,chrX,39630000,39635000,2,1.64949317058274e-09,0
chr5,4035000,4040000,chr5,4040000,4045000,2,7.36475327813821e-11,0
chr11,89835000,89840000,chr11,89840000,89845000,2,2.6894869909009e-09,0
chr9,93985000,93990000,chr9,93990000,93995000,1,5.53534405773061e-05,0
chr2,72410000,72415000,chr2,72415000,72420000,3,3.12251546492326e-14,0
chrX,94660000,94665000,chrX,94665000,94670000,1,1.04057514581596e-05,0
chr13,94255000,94260000,chr13,94260000,94265000,3,2.01171782965241e-14,0
chr18,63030000,63035000,chr18,63035000,63040000,3,5.75232399679767e-15,0
chr4,98220000,98225000,chr4,98225000,98230000,2,7.65804928577471e-09,0
chr21,20730000,20735000,chr21,20735000,20740000,1,1.49185448624017e-05,0
chr5,152510000,152515000,chr5,152515000,152520000,1,9.46194090864279e-05,0
chr11,69075000,69080000,chr11,69080000,69085000,3,3.06014396467209e-13,0
chr13,22930000,22935000,chr13,22935000,22940000,1,5.27800103144971e-05,0
chr9,106115000,106120000,chr9,106120000,106125000,1,2.28852398552402e-05,0
chr1,80665000,80670000,chr1,80670000,80675000,3,7.13361719336824e-14,0
chr10,78590000,78595000,chr10,78595000,78600000,2,1.44393208240276e-09,0
chr10,37660000,37665000,chr10,37665000,37670000,3,6.19075653895114e-14,0
chr9,121880000,121885000,chr9,121885000,121890000,3,3.34169028965817e-14,0
chr14,75550000,75555000,chr14,75555000,75560000,3,8.60529907744547e-13,0
chr14,43740000,43745000,chr14,43745000,43750000,2,1.51992720268954e-09,0
chr16,62335000,62340000,chr16,62340000,62345000,1,4.65862792981733e-05,0
chr3,74640000,74645000,chr3,74645000,74650000,3,3.09058933392463e-14,0
chr11,104210000,104215000,chr11,104215000,104220000,2,7.39994171735273e-09,0
chr6,169010000,169015000,chr6,169015000,169020000,3,3.27603622491563e-13,0
chr2,151565000,151570000,chr2,151570000,151575000,3,1.70984877958803e-13,0
chr14,41335000,41340000,chr14,41340000,41345000,1,6.76851018674661e-05,0
chr3,67720000,67725000,chr3,67725000,67730000,2,1.4832822389228e-08,0
chr7,13745000,13750000,chr7,13750000,13755000,2,1.06392520880719e-08,0
chrX,7480000,7485000,chrX,7485000,7490000,1,1.67387200930878e-05,0
chr2,22450000,22455000,chr2,22455000,22460000,1,7.79189581496622e-05,0
chr11,51455000,51460000,chr11,51460000,51465000,1,8.66089902313591e-06,0
chr2,84220000,84225000,chr2,84225000,84230000,2,1.13661856668525e-08,0
chr18,46990000,46995000,chr18,46995000,47000000,2,2.5139180507401e-08,0
chr4,91345000,91350000,chr4,91350000,91355000,2,1.3028554673087e-09,0
